model_id,random_date,reference_id
766,2022-04-27,2
767,2021-06-27,2
774,2021-09-09,2
775,2020-02-20,2
775,2021-05-15,2
777,2020-08-20,2
780,2020-07-19,2
780,2021-01-21,2
781,2021-12-16,2
789,2020-01-09,2
793,2020-04-30,2
793,2021-02-27,2
800,2021-06-20,2
803,2021-07-05,2
804,2021-12-16,2
814,2021-12-09,2
816,2022-02-18,2
821,2021-02-07,2
822,2020-07-17,2
822,2022-01-27,2
825,2021-10-17,2
827,2020-12-26,2
829,2020-11-01,2
829,2020-11-27,2
833,2020-01-22,2
836,2021-12-18,2
838,2021-07-02,2
843,2022-04-28,2
844,2021-03-01,2
854,2020-01-12,2
854,2020-04-06,2
856,2020-09-01,2
857,2020-07-30,2
858,2021-01-27,2
858,2021-03-13,2
860,2020-02-29,2
860,2021-12-30,2
861,2020-11-19,2
861,2022-03-05,2
865,2020-09-26,2
865,2021-12-17,2
866,2020-06-30,2
870,2021-02-22,2
870,2021-11-02,2
871,2020-05-12,2
873,2021-07-17,2
875,2021-08-27,2
876,2021-01-26,2
876,2022-03-21,2
877,2021-06-05,2
877,2021-12-07,2
879,2022-03-31,2
880,2021-08-20,2
882,2021-06-11,2
885,2021-07-03,2
886,2021-10-31,2
887,2021-05-16,2
888,2020-07-10,2
895,2021-03-13,2
898,2020-07-07,2
899,2021-07-30,2
904,2020-09-29,2
905,2020-07-10,2
906,2020-09-04,2
906,2021-06-17,2
908,2021-09-21,2
909,2020-07-29,2
910,2020-04-20,2
910,2021-02-27,2
911,2021-11-10,2
913,2020-10-02,2
914,2021-04-25,2
915,2022-02-06,2
916,2021-03-20,2
918,2020-04-10,2
922,2020-03-23,2
922,2022-01-11,2
924,2020-02-23,2
926,2021-01-19,2
926,2021-09-02,2
926,2022-02-01,2
932,2021-09-16,2
935,2020-05-01,2
935,2020-09-18,2
945,2021-04-08,2
945,2021-12-13,2
946,2020-08-02,2
947,2021-09-06,2
950,2020-10-28,2
950,2020-11-05,2
956,2021-11-06,2
957,2022-03-21,2
958,2021-08-05,2
958,2021-11-08,2
964,2020-05-27,2
968,2021-02-23,2
968,2022-03-10,2
970,2021-06-23,2
970,2021-12-07,2
975,2020-06-27,2
975,2022-01-14,2
975,2022-01-31,2
980,2020-03-10,2
981,2021-03-16,2
988,2020-05-19,2
989,2022-02-21,2
991,2021-07-31,2
996,2021-02-20,2
1004,2022-02-28,2
1005,2022-02-21,2
1007,2020-03-25,2
1007,2020-08-21,2
1008,2020-09-19,2
1009,2020-07-07,2
1009,2021-04-06,2
1009,2021-08-30,2
1010,2020-06-23,2
1016,2021-02-18,2
1016,2021-08-05,2
1018,2021-03-24,2
1018,2022-04-01,2
1021,2022-04-09,2
1022,2020-11-01,2
1027,2021-04-14,2
1029,2020-08-27,2
1029,2020-10-06,2
1029,2022-04-11,2
1034,2021-07-25,2
1038,2021-10-07,2
1044,2021-08-20,2
1045,2021-04-13,2
1046,2020-12-15,2
1050,2020-07-10,2
1051,2021-11-11,2
1053,2020-09-23,2
1053,2021-11-26,2
1055,2020-02-01,2
1056,2020-06-09,2
1056,2020-10-08,2
1061,2020-10-02,2
1062,2020-10-10,2
1065,2020-12-27,2
1068,2020-06-23,2
1069,2020-05-01,2
1080,2020-02-09,2
1085,2021-04-26,2
1087,2021-01-16,2
1089,2021-02-15,2
1090,2021-09-12,2
1097,2020-08-13,2
1100,2020-01-02,2
1100,2020-02-29,2
1101,2021-05-24,2
1102,2021-08-29,2
1103,2020-09-19,2
1103,2021-03-27,2
1104,2021-02-09,2
1104,2021-11-12,2
1107,2021-04-23,2
1110,2021-12-19,2
1119,2020-08-27,2
1119,2022-02-25,2
1121,2020-11-20,2
1122,2021-10-23,2
1127,2021-10-25,2
1129,2020-11-23,2
1129,2022-04-08,2
1135,2020-01-12,2
1137,2021-09-18,2
1141,2020-11-18,2
1143,2021-04-19,2
1144,2020-01-08,2
1144,2020-07-20,2
1145,2020-11-19,2
1148,2021-07-21,2
1149,2020-11-27,2
1156,2021-02-14,2
1156,2021-09-26,2
1158,2020-08-08,2
1163,2020-12-11,2
1164,2020-08-29,2
1165,2020-01-01,2
1165,2020-03-31,2
1166,2021-01-16,2
1168,2021-12-21,2
1169,2022-02-11,2
1170,2020-07-22,2
1174,2020-08-28,2
1175,2021-03-18,2
1179,2020-11-23,2
1180,2021-10-01,2
1182,2020-06-16,2
1183,2021-07-09,2
1185,2020-04-27,2
1190,2020-06-20,2
1193,2020-04-10,2
1198,2020-06-02,2
1199,2021-02-02,2
1200,2020-04-04,2
1201,2021-01-10,2
1201,2021-03-27,2
1202,2020-01-13,2
1205,2021-03-22,2
1211,2022-03-15,2
1215,2020-08-02,2
1215,2020-09-07,2
1215,2021-05-30,2
1215,2022-03-10,2
1216,2020-08-23,2
1216,2022-03-22,2
1217,2021-03-28,2
1219,2020-05-30,2
1219,2021-12-14,2
1222,2022-02-15,2
1223,2020-01-18,2
1225,2021-07-19,2
1229,2020-03-02,2
1230,2021-05-17,2
1236,2021-09-25,2
1238,2020-03-14,2
1239,2021-02-10,2
1239,2021-03-23,2
1247,2020-06-29,2
1249,2020-05-11,2
1252,2020-02-21,2
1252,2021-10-10,2
1257,2020-10-30,2
1259,2021-03-01,2
1265,2022-02-18,2
1266,2020-10-15,2
1267,2020-05-01,2
1267,2020-12-23,2
1267,2022-04-08,2
1269,2020-10-06,2
1271,2020-07-15,2
1271,2021-03-15,2
1272,2020-05-25,2
1276,2021-11-02,2
1278,2022-04-17,2
1280,2020-10-03,2
1284,2020-04-28,2
1284,2021-03-06,2
1288,2020-12-16,2
1288,2021-09-22,2
1291,2020-05-07,2
1291,2022-03-05,2
1292,2021-12-10,2
1293,2020-02-17,2
1294,2020-04-20,2
1295,2021-09-24,2
1301,2020-05-07,2
1301,2021-10-27,2
1303,2021-10-09,2
1310,2020-10-27,2
1310,2020-10-27,2
1310,2022-02-21,2
1314,2020-05-14,2
1314,2020-07-30,2
1316,2021-05-28,2
1317,2022-01-14,2
1318,2021-11-10,2
1319,2021-07-16,2
1326,2022-02-27,2
1327,2021-02-05,2
1328,2020-10-05,2
1328,2021-01-19,2
1334,2020-03-21,2
1337,2020-04-11,2
1338,2020-05-05,2
1338,2020-10-30,2
1338,2021-12-26,2
1339,2021-03-10,2
1339,2021-12-03,2
1340,2021-08-11,2
1348,2020-11-30,2
1348,2021-03-29,2
1349,2020-11-09,2
1350,2021-06-27,2
1354,2021-12-01,2
1356,2020-02-18,2
1356,2020-06-05,2
1357,2020-01-08,2
1357,2020-06-27,2
1362,2020-11-05,2
1370,2020-09-07,2
1372,2020-04-11,2
1373,2021-01-08,2
1374,2021-10-16,2
1375,2020-11-27,2
1377,2022-01-22,2
1378,2020-12-25,2
1378,2021-05-01,2
1379,2021-01-03,2
1379,2021-02-11,2
1383,2020-12-12,2
1384,2020-04-06,2
1384,2020-07-02,2
1384,2021-11-16,2
1387,2021-09-28,2
1388,2020-01-20,2
1389,2020-01-12,2
1389,2021-02-17,2
1391,2021-01-13,2
1393,2021-03-24,2
1393,2021-11-28,2
1395,2021-11-25,2
1395,2022-01-03,2
1397,2020-02-26,2
1397,2021-07-15,2
1409,2020-12-15,2
1411,2020-08-26,2
1412,2021-04-21,2
1415,2021-06-04,2
1418,2020-06-08,2
1418,2021-07-18,2
1422,2021-03-13,2
1422,2021-03-23,2
1422,2021-04-25,2
1423,2021-05-13,2
1424,2020-03-01,2
1428,2020-12-09,2
1428,2021-06-26,2
1430,2020-10-11,2
1430,2021-03-11,2
1430,2022-01-26,2
1433,2021-07-21,2
1433,2021-10-11,2
1437,2020-11-15,2
1437,2021-08-13,2
1438,2020-11-28,2
1446,2020-07-15,2
1446,2021-08-22,2
1450,2020-04-15,2
1450,2020-04-22,2
1454,2021-05-28,2
1455,2020-03-14,2
1459,2020-07-20,2
1459,2022-01-31,2
1462,2022-03-30,2
1466,2022-02-07,2
1469,2022-03-15,2
1473,2022-03-22,2
1475,2020-12-24,2
1480,2021-05-08,2
1482,2021-05-19,2
1490,2021-01-08,2
1491,2020-01-19,2
1491,2020-04-07,2
1492,2022-02-04,2
1495,2020-12-23,2
1498,2020-11-13,2
1507,2021-03-05,2
1513,2020-04-16,2
1516,2021-06-19,2
1519,2020-12-24,2
1520,2020-01-14,2
1521,2020-03-31,2
1524,2022-02-04,2
1525,2021-06-11,2
1527,2020-05-10,2
1528,2020-03-21,2
1535,2020-10-14,2
1535,2021-10-22,2
1537,2022-01-01,2
1538,2020-01-14,2
1539,2020-12-30,2
1539,2021-09-02,2
1539,2022-02-15,2
1541,2020-11-21,2
1541,2022-04-09,2
1542,2021-02-25,2
1545,2020-10-22,2
1547,2020-03-29,2
1549,2020-11-08,2
1549,2021-04-09,2
1551,2020-07-31,2
1552,2020-09-29,2
1555,2021-10-04,2
1555,2022-03-26,2
1559,2020-09-11,2
1559,2021-04-12,2
1561,2021-02-22,2
1562,2020-12-29,2
1563,2021-07-26,2
1564,2020-10-14,2
1565,2020-05-18,2
1565,2020-06-23,2
1567,2021-01-25,2
1569,2022-02-04,2
1572,2020-09-18,2
1573,2020-04-01,2
1574,2020-06-01,2
1579,2021-08-01,2
1581,2020-01-26,2
1582,2021-08-25,2
1582,2022-03-18,2
1584,2020-01-31,2
1585,2021-12-05,2
1589,2022-03-16,2
1598,2021-09-11,2
1601,2020-12-23,2
1602,2021-02-24,2
1602,2021-05-06,2
1602,2021-05-28,2
1604,2021-03-11,2
1604,2021-10-05,2
1604,2021-11-30,2
1608,2021-01-15,2
1609,2021-02-11,2
1613,2020-01-28,2
1613,2021-11-18,2
1613,2022-01-24,2
1618,2020-06-29,2
1619,2021-07-22,2
1624,2021-09-19,2
1626,2020-08-13,2
1626,2021-03-30,2
1627,2020-08-28,2
1628,2020-08-17,2
1628,2021-11-18,2
1628,2022-04-28,2
1629,2020-01-20,2
1632,2022-01-10,2
1635,2020-06-29,2
1636,2020-08-25,2
1640,2022-01-19,2
1644,2022-01-10,2
1646,2020-10-25,2
1646,2022-04-04,2
1648,2020-06-22,2
1649,2022-03-12,2
1650,2020-02-23,2
1650,2020-10-22,2
1653,2020-08-15,2
1655,2020-12-01,2
1655,2021-11-24,2
1656,2020-01-15,2
1660,2021-04-25,2
1660,2021-09-25,2
1660,2022-04-30,2
1664,2020-06-19,2
1667,2020-02-10,2
1667,2020-02-14,2
1670,2020-12-12,2
1674,2020-12-31,2
1676,2021-11-25,2
1677,2022-04-17,2
1681,2021-02-13,2
1681,2021-04-25,2
1686,2020-08-31,2
1686,2022-01-29,2
1691,2020-09-02,2
1692,2021-11-10,2
1693,2021-09-08,2
1694,2020-06-12,2
1695,2020-04-10,2
1696,2020-12-13,2
1697,2021-10-15,2
1699,2020-08-10,2
1705,2020-12-05,2
1705,2021-05-01,2
1709,2021-11-19,2
1711,2021-02-10,2
1712,2020-02-12,2
1713,2020-12-07,2
1717,2021-01-21,2
1717,2021-10-23,2
1718,2022-04-07,2
1723,2020-06-21,2
1723,2022-02-25,2
1725,2021-05-21,2
1727,2021-02-16,2
1730,2020-11-30,2
1730,2021-03-04,2
1734,2020-03-10,2
1739,2020-05-28,2
1739,2021-07-23,2
1740,2020-11-22,2
1747,2020-05-12,2
1747,2021-10-21,2
1755,2020-10-28,2
1756,2021-02-11,2
1756,2021-03-05,2
1758,2021-10-07,2
1759,2021-05-07,2
1761,2020-12-05,2
1762,2021-04-11,2
1762,2021-06-19,2
1763,2020-03-11,2
1763,2021-11-28,2
1764,2021-09-11,2
1772,2021-12-26,2
1777,2020-03-24,2
1777,2021-03-05,2
1778,2021-01-01,2
1780,2020-07-05,2
1780,2021-03-30,2
1781,2020-05-20,2
1784,2020-10-24,2
1788,2020-03-28,2
1788,2021-10-04,2
1789,2022-03-27,2
1790,2020-10-06,2
1790,2022-04-14,2
1792,2020-03-09,2
1801,2022-01-25,2
1803,2020-02-24,2
1808,2020-05-21,2
1810,2020-05-11,2
1813,2020-04-21,2
1813,2020-06-20,2
1815,2022-02-08,2
1816,2021-12-03,2
1817,2021-12-02,2
1818,2022-04-03,2
1820,2021-08-13,2
1821,2020-07-04,2
1822,2020-03-24,2
1826,2020-04-18,2
1826,2021-09-15,2
1827,2020-07-24,2
1829,2021-10-19,2
1830,2020-06-20,2
1836,2022-03-25,2
1837,2020-11-11,2
1844,2020-12-18,2
1844,2021-12-13,2
1846,2020-12-04,2
1846,2021-11-22,2
1849,2021-12-30,2
1854,2020-10-19,2
1855,2020-04-24,2
1855,2021-07-08,2
1861,2020-10-07,2
1862,2020-01-01,2
1863,2021-10-03,2
1864,2021-11-29,2
1865,2022-03-10,2
1866,2021-07-19,2
1870,2021-10-01,2
1870,2022-04-02,2
1870,2022-04-23,2
1872,2020-11-01,2
1873,2021-12-28,2
1874,2020-12-22,2
1875,2021-07-06,2
1878,2020-12-08,2
1879,2020-03-29,2
1879,2021-10-09,2
1882,2021-05-18,2
1884,2021-04-05,2
1886,2021-05-10,2
1889,2020-03-26,2
1889,2021-07-20,2
1889,2021-08-12,2
1890,2021-02-02,2
1891,2021-11-25,2
1891,2022-01-08,2
1892,2020-02-17,2
1892,2021-09-05,2
1893,2020-09-25,2
1893,2022-02-12,2
1893,2022-03-29,2
1895,2020-01-25,2
1897,2021-07-31,2
1898,2020-10-09,2
1898,2020-12-15,2
1902,2021-04-11,2
1904,2020-03-12,2
1905,2021-10-16,2
1906,2021-05-03,2
1914,2020-09-30,2
1914,2022-02-22,2
1917,2021-06-14,2
1918,2020-11-14,2
1923,2020-07-14,2
1924,2020-05-08,2
1924,2021-06-16,2
1924,2022-04-19,2
1929,2021-03-16,2
1930,2020-03-09,2
1932,2020-08-19,2
1932,2021-06-20,2
1932,2021-12-08,2
1935,2021-01-29,2
1935,2021-09-25,2
1944,2021-11-27,2
1946,2022-01-07,2
1952,2021-08-15,2
1952,2022-01-09,2
1953,2021-05-14,2
1955,2020-11-18,2
1956,2020-09-06,2
1957,2020-07-25,2
1962,2021-11-27,2
1963,2020-09-15,2
1964,2020-10-06,2
1966,2022-01-17,2
1967,2020-08-24,2
1971,2021-11-03,2
1973,2021-04-06,2
1973,2021-06-19,2
1973,2022-01-22,2
1974,2020-06-10,2
1974,2022-03-15,2
1978,2020-01-09,2
1979,2021-08-12,2
1985,2020-08-03,2
1986,2020-05-18,2
1988,2021-11-25,2
1989,2022-03-13,2
1990,2021-07-28,2
1990,2021-12-11,2
1991,2021-10-27,2
1992,2022-03-02,2
1993,2020-08-26,2
1993,2021-01-04,2
1993,2021-10-23,2
1994,2021-04-10,2
1995,2020-05-01,2
1997,2020-09-05,2
1999,2021-11-13,2
2001,2022-02-08,2
2001,2022-04-23,2
2006,2020-06-22,2
2009,2021-10-08,2
2010,2021-08-25,2
2011,2020-08-20,2
2013,2020-02-18,2
2014,2021-03-18,2
2014,2021-11-13,2
2015,2021-11-08,2
2019,2021-11-14,2
2020,2021-02-23,2
2027,2021-08-07,2
2035,2021-05-25,2
2037,2021-04-03,2
2038,2022-03-10,2
2039,2020-12-29,2
2042,2020-02-12,2
2042,2020-12-06,2
2042,2021-11-27,2
2042,2021-11-29,2
2044,2020-08-11,2
2044,2021-01-11,2
2044,2022-02-21,2
2045,2021-08-22,2
2045,2021-12-29,2
2046,2021-02-15,2
2046,2021-05-17,2
2051,2022-02-21,2
2055,2021-02-24,2
2055,2022-04-08,2
2058,2021-06-02,2
2062,2022-03-05,2
2063,2020-04-09,2
2066,2020-04-28,2
2068,2021-12-28,2
2069,2020-01-06,2
2070,2020-08-02,2
2070,2021-10-22,2
2071,2020-09-09,2
2071,2020-10-31,2
2073,2022-01-27,2
2076,2021-04-15,2
2077,2020-10-28,2
2077,2021-11-18,2
2078,2020-05-13,2
2079,2021-05-17,2
2080,2020-02-05,2
2080,2020-03-02,2
2080,2022-02-16,2
2082,2021-05-11,2
2086,2021-03-26,2
2087,2020-10-13,2
2090,2020-04-30,2
2091,2022-02-09,2
2092,2020-05-27,2
2092,2020-08-02,2
2094,2020-12-10,2
2097,2021-09-19,2
2105,2021-05-26,2
2112,2020-02-09,2
2112,2021-08-29,2
2114,2021-02-26,2
2114,2021-12-21,2
2120,2020-07-18,2
2123,2020-01-30,2
2124,2020-12-19,2
2124,2021-10-10,2
2126,2020-04-11,2
2127,2020-07-12,2
2127,2021-12-05,2
2129,2020-03-19,2
2129,2022-01-06,2
2132,2020-04-21,2
2132,2021-10-20,2
2135,2020-12-26,2
2142,2020-09-07,2
2147,2021-09-18,2
2147,2021-12-08,2
2149,2021-11-06,2
2149,2022-03-20,2
2150,2021-02-23,2
2157,2020-03-11,2
2157,2022-01-05,2
2161,2021-03-28,2
2161,2021-08-15,2
2162,2020-06-13,2
2162,2020-11-26,2
2163,2020-11-14,2
2164,2021-03-19,2
2168,2021-06-04,2
2168,2022-04-02,2
2170,2020-05-26,2
2170,2021-05-13,2
2172,2021-07-22,2
2177,2021-05-19,2
2178,2022-04-14,2
2182,2020-05-26,2
2183,2021-12-28,2
2187,2021-12-15,2
2189,2020-02-21,2
2189,2022-01-07,2
2190,2022-01-27,2
2193,2022-04-01,2
2194,2020-06-13,2
2196,2020-04-25,2
2196,2020-11-19,2
2197,2020-03-17,2
2197,2020-09-16,2
2197,2021-07-31,2
2198,2020-11-28,2
2206,2020-10-10,2
2208,2020-09-27,2
2212,2021-09-22,2
2216,2020-05-19,2
2216,2021-04-20,2
2223,2021-01-12,2
2226,2020-09-18,2
2226,2021-09-10,2
2232,2020-04-29,2
2232,2021-08-19,2
2233,2020-06-20,2
2240,2020-09-06,2
2241,2022-02-21,2
2242,2020-07-04,2
2243,2021-10-08,2
2244,2020-01-17,2
2246,2021-10-19,2
2248,2021-08-16,2
2248,2022-02-24,2
2249,2020-01-14,2
2252,2020-09-28,2
2252,2020-10-14,2
2252,2021-04-09,2
2253,2020-05-29,2
2254,2022-04-28,2
2255,2021-12-15,2
2256,2022-03-06,2
2258,2022-03-21,2
2260,2020-01-03,2
2260,2022-04-26,2
2265,2020-03-25,2
2265,2021-06-13,2
2270,2021-08-05,2
2270,2021-09-08,2
2272,2021-10-26,2
2272,2021-12-10,2
2274,2021-12-23,2
2276,2021-12-06,2
2277,2021-05-03,2
2278,2020-01-16,2
2281,2022-02-12,2
2282,2020-08-24,2
2291,2020-01-01,2
2291,2021-08-26,2
2291,2021-11-16,2
2292,2020-08-11,2
2292,2020-09-27,2
2300,2020-08-12,2
2300,2022-03-10,2
2303,2020-04-08,2
2303,2021-06-06,2
2304,2020-06-04,2
2304,2022-02-21,2
2314,2021-07-28,2
2321,2022-04-18,2
2323,2020-11-05,2
2323,2022-02-11,2
2325,2021-08-28,2
2326,2020-03-22,2
2327,2020-06-22,2
2328,2021-09-10,2
2328,2021-12-16,2
2329,2022-03-12,2
2333,2021-08-05,2
2337,2021-04-22,2
2341,2020-01-22,2
2343,2020-01-11,2
2344,2021-01-15,2
2344,2021-02-02,2
2344,2021-08-14,2
2346,2020-10-27,2
2352,2021-04-03,2
2353,2021-08-18,2
2354,2020-02-04,2
2355,2020-07-27,2
2356,2020-08-03,2
2356,2022-04-10,2
2360,2020-09-30,2
2361,2021-12-04,2
2361,2022-02-10,2
2364,2021-11-12,2
2370,2021-10-17,2
2372,2020-12-10,2
2372,2021-04-04,2
2372,2021-06-22,2
2375,2020-07-10,2
2377,2020-08-12,2
2377,2020-10-16,2
2377,2021-08-18,2
2384,2020-12-27,2
2391,2020-10-27,2
2400,2022-02-19,2
2402,2020-10-26,2
2403,2020-05-31,2
2405,2020-06-18,2
2410,2022-01-21,2
2412,2020-01-22,2
2412,2020-01-26,2
2414,2020-03-14,2
2414,2020-11-02,2
2414,2021-06-28,2
2415,2021-01-08,2
2417,2020-02-23,2
2417,2021-05-09,2
2422,2020-08-25,2
2422,2021-07-13,2
2424,2022-02-22,2
2433,2021-03-02,2
2435,2021-09-25,2
2435,2021-11-15,2
2436,2020-12-22,2
2441,2021-01-30,2
2445,2020-10-08,2
2446,2022-03-22,2
2447,2021-04-29,2
2450,2020-03-04,2
2451,2020-04-13,2
2451,2021-01-28,2
2451,2022-04-27,2
2453,2020-11-08,2
2454,2021-10-14,2
2456,2021-05-20,2
2457,2021-09-27,2
2459,2020-11-08,2
2459,2021-09-07,2
2459,2022-01-28,2
2463,2021-12-20,2
2465,2022-02-08,2
2466,2020-12-09,2
2466,2021-11-01,2
2469,2021-01-01,2
2469,2021-03-25,2
2470,2021-04-13,2
2471,2021-08-29,2
2472,2020-03-23,2
2473,2020-06-24,2
2475,2020-06-21,2
2475,2020-07-28,2
2475,2022-01-28,2
2476,2020-11-16,2
2489,2021-04-13,2
2490,2020-10-03,2
2491,2021-10-30,2
2494,2020-10-20,2
2494,2021-08-13,2
2497,2021-07-25,2
2498,2021-07-08,2
2498,2022-02-08,2
2498,2022-02-15,2
2504,2020-04-23,2
2511,2020-12-31,2
2511,2022-02-08,2
2516,2021-05-28,2
2517,2021-08-11,2
2519,2021-07-27,2
2525,2020-08-13,2
2527,2021-10-22,2
2536,2021-02-11,2
2541,2020-02-05,2
2542,2020-01-28,2
2542,2021-04-29,2
2545,2022-01-08,2
2547,2020-09-17,2
2549,2020-03-22,2
2551,2020-03-22,2
2551,2022-04-17,2
2553,2020-11-13,2
2555,2022-04-10,2
2559,2020-10-18,2
2560,2020-06-01,2
2563,2020-01-09,2
2563,2021-04-13,2
2566,2021-06-08,2
2571,2022-01-14,2
2572,2022-04-12,2
2573,2020-04-28,2
2573,2021-02-27,2
2576,2022-01-28,2
2580,2020-06-13,2
2580,2022-04-14,2
2581,2021-09-22,2
2581,2022-02-06,2
2584,2020-10-23,2
2585,2020-08-25,2
2586,2021-11-10,2
2587,2021-09-29,2
2590,2020-06-25,2
2594,2021-08-21,2
2596,2021-08-14,2
2600,2021-01-29,2
2600,2022-04-25,2
2601,2020-06-13,2
2608,2020-04-25,2
2608,2020-10-26,2
2609,2021-09-30,2
2613,2020-12-28,2
2615,2020-03-24,2
2617,2022-04-18,2
2619,2020-05-19,2
2619,2021-07-16,2
2619,2021-08-04,2
2619,2021-10-10,2
2621,2020-05-17,2
2621,2020-12-04,2
2623,2021-12-25,2
2629,2021-12-22,2
2635,2020-05-20,2
2636,2021-12-08,2
2637,2020-09-08,2
2638,2020-01-05,2
2638,2020-09-03,2
2639,2021-04-06,2
2643,2020-09-06,2
2643,2021-05-23,2
2647,2021-08-14,2
2649,2022-02-26,2
2653,2021-05-30,2
2657,2021-06-14,2
2659,2020-08-26,2
2659,2021-07-26,2
2661,2021-06-11,2
2664,2020-08-22,2
2669,2020-02-23,2
2672,2020-12-16,2
2674,2020-07-01,2
2675,2020-10-25,2
2683,2020-07-01,2
2683,2020-11-04,2
2684,2022-04-07,2
2685,2020-01-07,2
2685,2020-07-18,2
2685,2021-12-11,2
2690,2020-08-05,2
2690,2021-08-30,2
2691,2021-01-06,2
2692,2020-05-25,2
2693,2020-09-17,2
2693,2021-01-15,2
2693,2021-04-13,2
2695,2020-08-06,2
2703,2020-06-17,2
2712,2020-03-04,2
2715,2020-07-28,2
2717,2020-01-10,2
2717,2021-10-28,2
2717,2022-02-15,2
2718,2021-10-06,2
2720,2020-10-23,2
2720,2021-02-23,2
2722,2021-09-09,2
2725,2020-05-17,2
2725,2022-02-28,2
2726,2021-08-20,2
2728,2021-10-10,2
2732,2020-12-07,2
2735,2020-01-20,2
2738,2020-10-24,2
2739,2020-06-08,2
2747,2020-12-26,2
2747,2021-06-02,2
2750,2020-03-25,2
2753,2021-06-01,2
2756,2021-05-25,2
2756,2021-06-17,2
2758,2020-04-27,2
2758,2020-05-23,2
2759,2020-07-13,2
2759,2021-10-16,2
2760,2021-03-08,2
2761,2020-09-23,2
2765,2021-05-20,2
2772,2020-06-13,2
2773,2020-06-25,2
2773,2021-06-18,2
2777,2022-01-07,2
2779,2020-07-14,2
2780,2021-03-29,2
2787,2021-05-25,2
2788,2021-07-26,2
2789,2020-05-09,2
2789,2021-05-09,2
2792,2020-07-03,2
2794,2020-12-17,2
2796,2022-01-30,2
2797,2021-10-28,2
2801,2020-06-26,2
2803,2020-10-14,2
2804,2021-12-06,2
2808,2020-01-26,2
2809,2021-09-24,2
2812,2021-06-17,2
2815,2021-03-10,2
2816,2021-04-14,2
2816,2021-11-09,2
2818,2020-05-13,2
2820,2020-09-07,2
2825,2020-09-15,2
2825,2021-06-22,2
2825,2021-11-17,2
2831,2021-04-12,2
2832,2021-06-24,2
2834,2020-05-20,2
2834,2021-03-24,2
2837,2021-03-21,2
2837,2021-04-23,2
2837,2022-02-26,2
2839,2022-01-09,2
2840,2020-01-08,2
2840,2020-10-06,2
2840,2021-08-22,2
2845,2020-12-21,2
2849,2021-11-19,2
2849,2022-02-05,2
2850,2021-06-28,2
2855,2020-03-15,2
2858,2021-01-12,2
2863,2020-04-12,2
2865,2021-06-11,2
2867,2020-03-11,2
2868,2022-01-06,2
2872,2021-04-19,2
2872,2021-05-08,2
2873,2020-02-02,2
2873,2020-08-08,2
2876,2021-02-09,2
2879,2020-04-27,2
2879,2021-06-14,2
2879,2022-03-29,2
2880,2022-01-18,2
2880,2022-03-23,2
2881,2021-08-13,2
2883,2021-06-09,2
2885,2021-01-27,2
2887,2020-03-13,2
2890,2021-01-11,2
2891,2020-11-22,2
2892,2020-02-21,2
2895,2021-12-08,2
2896,2020-09-13,2
2898,2020-09-05,2
2898,2021-02-07,2
2898,2022-04-22,2
2900,2021-08-07,2
2902,2021-10-17,2
2903,2020-12-03,2
2903,2021-02-12,2
2904,2020-09-06,2
2915,2020-05-31,2
2922,2020-06-13,2
2922,2022-03-24,2
2923,2022-01-09,2
2923,2022-01-29,2
2925,2020-03-24,2
2930,2020-02-21,2
2931,2021-07-18,2
2932,2022-02-17,2
2933,2020-03-18,2
2933,2021-03-20,2
2934,2020-04-08,2
2939,2021-11-27,2
2941,2021-09-11,2
2942,2020-05-14,2
2946,2021-06-25,2
2947,2021-06-08,2
2948,2020-12-28,2
2949,2020-02-16,2
2950,2020-11-01,2
2950,2021-01-17,2
2956,2020-10-13,2
2956,2022-03-29,2
2960,2021-01-23,2
2961,2020-05-26,2
2962,2021-08-15,2
2965,2021-09-29,2
2967,2020-07-16,2
2968,2021-07-29,2
2970,2021-06-24,2
2973,2021-11-29,2
2974,2020-05-28,2
2975,2021-06-17,2
2976,2021-01-21,2
2976,2021-07-12,2
2979,2020-03-04,2
2980,2020-02-01,2
2982,2020-10-23,2
2986,2020-12-27,2
2986,2021-07-06,2
2986,2022-04-18,2
2987,2022-04-14,2
2989,2021-03-31,2
2990,2021-08-13,2
2992,2020-02-27,2
2992,2021-03-06,2
2996,2022-01-13,2
2997,2020-01-31,2
2997,2020-10-13,2
3001,2021-02-04,2
3001,2021-08-29,2
3002,2020-09-23,2
3003,2020-03-17,2
3003,2021-01-05,2
3003,2021-03-12,2
33634,2021-05-01,2
33637,2020-11-03,2
33641,2020-11-11,2
33641,2020-11-26,2
33641,2021-08-12,2
33646,2020-01-24,2
33646,2020-04-15,2
33650,2020-04-09,2
33650,2020-08-18,2
33652,2021-08-12,2
33652,2021-12-14,2
33653,2020-05-05,2
33653,2021-06-02,2
33661,2020-03-03,2
33662,2020-04-09,2
33667,2021-08-27,2
33669,2021-07-28,2
33669,2021-08-31,2
33670,2020-07-24,2
33673,2020-06-07,2
33673,2021-11-03,2
33675,2021-11-24,2
33675,2022-03-14,2
33677,2020-08-14,2
33677,2021-05-01,2
33679,2020-11-01,2
33686,2020-04-28,2
33686,2022-02-18,2
33688,2020-11-11,2
33689,2020-01-23,2
33690,2021-07-09,2
33690,2021-11-22,2
33691,2021-09-24,2
33694,2021-07-11,2
33694,2021-11-06,2
33697,2021-03-29,2
33699,2020-10-14,2
33701,2021-11-29,2
33702,2021-10-02,2
