model_id,random_date,times_sell
11332,2020-05-22,1
11332,2020-10-21,1
11333,2020-08-31,1
11333,2021-10-14,1
11333,2021-11-26,1
11334,2020-01-04,1
11335,2020-01-11,1
11335,2020-10-23,1
11335,2021-09-30,1
11336,2021-04-07,1
11336,2021-09-05,1
11337,2020-04-18,1
11337,2020-05-03,1
11337,2020-06-06,1
11337,2020-12-11,1
11337,2022-04-20,1
11338,2020-07-19,1
11338,2020-09-24,1
11338,2021-08-11,1
11339,2022-04-22,1
11340,2020-10-31,1
11343,2020-07-17,1
11343,2020-11-01,1
11344,2021-08-19,1
11344,2022-04-05,1
11345,2022-04-15,1
11347,2020-02-17,1
11347,2020-08-12,1
11347,2021-01-16,1
11348,2020-06-01,1
11350,2021-04-30,1
11350,2021-05-31,1
11350,2021-11-21,1
11351,2020-12-18,1
11351,2021-02-21,1
11351,2021-12-21,1
11352,2020-04-06,1
11352,2020-10-01,1
11353,2021-06-08,1
11354,2020-10-17,1
11355,2020-10-22,1
11355,2021-04-14,1
11355,2021-05-09,1
11355,2021-07-03,1
11356,2020-07-26,1
11356,2020-12-29,1
11356,2021-02-08,1
11357,2020-08-28,1
11357,2021-02-25,1
11357,2022-02-23,1
11358,2020-12-09,1
11358,2021-05-19,1
11358,2021-08-02,1
11358,2022-03-29,1
11360,2021-04-11,1
11360,2022-04-17,1
11361,2021-05-30,1
11363,2020-04-20,1
11363,2020-07-17,1
11363,2020-10-09,1
11363,2021-03-17,1
11363,2022-04-06,1
11365,2020-08-01,1
11365,2021-05-10,1
11365,2021-11-11,1
11365,2022-01-10,1
11365,2022-03-07,1
11366,2020-07-02,1
11366,2021-07-06,1
11366,2021-12-11,1
11366,2022-04-13,1
11366,2022-04-23,1
11368,2022-03-15,1
11369,2020-04-18,1
11369,2020-06-14,1
11369,2020-07-28,1
11369,2020-10-18,1
11369,2020-11-09,1
11369,2021-04-03,1
11370,2020-09-10,1
11370,2021-10-17,1
11370,2021-11-07,1
11370,2022-03-29,1
11371,2020-05-20,1
11371,2020-08-05,1
11371,2020-12-11,1
11371,2021-08-01,1
11372,2020-01-17,1
11372,2020-05-25,1
11372,2021-11-25,1
11373,2021-09-12,1
11373,2022-03-06,1
11374,2021-03-29,1
11375,2020-02-12,1
11375,2021-07-25,1
11376,2020-01-02,1
11376,2020-02-01,1
11376,2021-01-19,1
11376,2022-04-19,1
11377,2020-12-15,1
11377,2021-11-30,1
11378,2020-06-07,1
11378,2020-08-11,1
11379,2020-09-28,1
11379,2021-05-13,1
11379,2021-05-14,1
11379,2021-06-23,1
11379,2021-10-08,1
11379,2022-04-08,1
11381,2020-10-06,1
11381,2020-11-07,1
11381,2021-07-28,1
11381,2022-04-20,1
11382,2020-03-06,1
11382,2021-03-19,1
11382,2021-03-21,1
11382,2021-08-11,1
11382,2021-08-14,1
11384,2021-01-26,1
11384,2021-08-11,1
11384,2021-10-30,1
11384,2021-12-24,1
11384,2021-12-28,1
11384,2022-04-18,1
11384,2022-04-25,1
11385,2020-01-06,1
11385,2020-02-29,1
11385,2020-11-22,1
11385,2021-08-04,1
11385,2021-08-08,1
11386,2020-07-01,1
11386,2022-03-03,1
11387,2020-04-16,1
11387,2021-10-03,1
11388,2022-03-13,1
11389,2020-12-13,1
11389,2021-02-07,1
11389,2021-06-12,1
11389,2022-03-01,1
11390,2021-04-30,1
11391,2022-03-02,1
11392,2020-01-13,1
11392,2020-02-19,1
11392,2020-06-09,1
11392,2021-06-18,1
11393,2022-03-12,1
11394,2020-07-04,1
11394,2020-08-24,1
11395,2020-09-29,1
11395,2021-05-20,1
11396,2020-01-18,1
11396,2021-03-21,1
11396,2021-07-05,1
11396,2021-09-06,1
11397,2021-01-11,1
11397,2021-11-02,1
11398,2020-07-16,1
11399,2020-03-29,1
11399,2020-12-02,1
11399,2021-11-05,1
11399,2022-01-19,1
11399,2022-02-24,1
11400,2020-06-17,1
11400,2021-07-10,1
11400,2021-12-19,1
11401,2021-08-01,1
11401,2021-08-11,1
11401,2021-11-01,1
11402,2020-05-06,1
11402,2020-07-07,1
11403,2020-02-03,1
11403,2020-03-27,1
11403,2020-09-11,1
11403,2021-06-19,1
11404,2020-07-10,1
11404,2021-05-17,1
11404,2021-06-01,1
11405,2020-05-15,1
11405,2020-12-24,1
11405,2021-09-30,1
11406,2020-08-12,1
11407,2020-02-06,1
11407,2021-07-18,1
11407,2022-02-16,1
11408,2020-01-14,1
11408,2020-09-19,1
11408,2021-08-08,1
11408,2021-12-26,1
11409,2022-04-14,1
11410,2021-01-02,1
11412,2021-05-11,1
11413,2021-01-12,1
11413,2021-02-15,1
11413,2021-08-30,1
11414,2020-03-30,1
11414,2020-05-07,1
11414,2021-02-11,1
11414,2022-02-09,1
11415,2021-02-06,1
11415,2022-01-13,1
11416,2020-01-04,1
11416,2021-08-27,1
11417,2020-02-11,1
11417,2020-11-04,1
11417,2020-12-06,1
11418,2020-02-17,1
11418,2020-07-23,1
11419,2020-01-28,1
11419,2021-06-19,1
11419,2021-11-18,1
11420,2020-10-31,1
11420,2021-01-17,1
11420,2021-03-07,1
11420,2021-03-23,1
11422,2021-10-31,1
11423,2020-01-30,1
11423,2020-11-25,1
11423,2021-02-19,1
11423,2021-06-11,1
11423,2021-12-29,1
11424,2020-03-18,1
11424,2021-06-06,1
11425,2021-10-15,1
11425,2022-03-21,1
11426,2020-06-22,1
11426,2021-07-01,1
11427,2020-01-10,1
11427,2020-04-05,1
11427,2020-08-07,1
11427,2021-08-11,1
11428,2021-01-27,1
11428,2022-04-19,1
11429,2020-11-14,1
11429,2021-01-13,1
11429,2021-11-28,1
11430,2020-02-12,1
11430,2021-06-04,1
11430,2021-07-12,1
11431,2020-07-13,1
11431,2020-08-13,1
11431,2020-12-04,1
11431,2022-04-04,1
11432,2020-03-10,1
11432,2021-08-28,1
11432,2021-09-30,1
11432,2022-04-18,1
11433,2022-04-23,1
11434,2020-02-09,1
11434,2020-06-22,1
11434,2020-10-24,1
11434,2021-09-12,1
11435,2020-01-02,1
11435,2020-06-30,1
11435,2020-11-23,1
11435,2021-11-15,1
11435,2022-01-03,1
11436,2022-01-13,1
11437,2020-02-29,1
11437,2020-09-12,1
11437,2021-09-24,1
11437,2021-12-06,1
11438,2020-04-14,1
11439,2020-12-04,1
11439,2021-02-23,1
11440,2020-01-06,1
11440,2021-02-06,1
11440,2021-11-09,1
11441,2021-08-08,1
11443,2021-06-27,1
11444,2020-04-22,1
11444,2020-10-18,1
11444,2020-12-11,1
11444,2021-05-05,1
11444,2021-09-11,1
11444,2021-09-14,1
11444,2021-11-16,1
11444,2021-12-15,1
11444,2022-01-16,1
11445,2020-04-15,1
11446,2021-03-16,1
11446,2021-06-21,1
11447,2020-05-07,1
11447,2020-08-09,1
11447,2020-10-25,1
11448,2020-05-26,1
11448,2020-10-08,1
11448,2021-04-01,1
11448,2021-08-17,1
11448,2021-11-06,1
11449,2020-04-02,1
11449,2020-04-20,1
11449,2020-08-31,1
11449,2020-10-26,1
11449,2020-12-01,1
11449,2021-01-23,1
11449,2021-04-25,1
11449,2021-05-28,1
11449,2022-01-19,1
11450,2022-01-16,1
11451,2020-04-15,1
11451,2021-11-08,1
11451,2022-01-07,1
11451,2022-02-21,1
11451,2022-02-26,1
11451,2022-02-28,1
11452,2020-03-09,1
11452,2020-06-09,1
11452,2020-11-11,1
11453,2021-01-10,1
11453,2021-04-22,1
11453,2022-01-02,1
11454,2020-10-27,1
11454,2021-01-03,1
11454,2021-04-24,1
11454,2021-08-26,1
11456,2020-10-09,1
11458,2020-10-10,1
11458,2021-01-26,1
11458,2021-05-17,1
11459,2020-01-30,1
11459,2021-08-29,1
11460,2020-01-29,1
11460,2020-12-04,1
11460,2021-01-18,1
11460,2021-09-13,1
11461,2020-09-13,1
11461,2021-05-30,1
11461,2021-06-30,1
11461,2022-02-14,1
11462,2020-01-11,1
11462,2021-05-12,1
11463,2020-01-27,1
11465,2021-05-19,1
11465,2021-11-24,1
11466,2020-01-24,1
11466,2020-06-22,1
11466,2021-08-04,1
11466,2021-10-01,1
11467,2020-09-11,1
11467,2022-04-05,1
11468,2020-01-19,1
11468,2021-01-28,1
11469,2021-03-02,1
11469,2021-04-25,1
11469,2021-06-01,1
11469,2021-10-17,1
11470,2020-07-02,1
11470,2021-10-15,1
11470,2022-01-08,1
11471,2021-07-15,1
11472,2020-06-12,1
11472,2022-02-09,1
11473,2020-01-14,1
11474,2020-11-17,1
11475,2020-06-27,1
11475,2020-07-15,1
11475,2021-07-04,1
11476,2020-02-23,1
11476,2020-06-11,1
11477,2020-04-13,1
11477,2020-05-07,1
11477,2020-05-23,1
11477,2020-09-02,1
11477,2020-09-04,1
11477,2020-11-30,1
11477,2021-03-14,1
11477,2021-07-18,1
11478,2020-02-23,1
11478,2020-08-22,1
11478,2020-09-12,1
11478,2020-11-06,1
11479,2021-01-25,1
11479,2021-04-12,1
11479,2021-07-22,1
11479,2022-02-19,1
11480,2020-08-26,1
11480,2021-04-15,1
11480,2022-01-24,1
11481,2020-03-07,1
11481,2021-03-26,1
11481,2021-11-13,1
11481,2022-01-10,1
11483,2021-07-25,1
11484,2020-12-18,1
11484,2021-08-23,1
11484,2022-01-07,1
11484,2022-01-26,1
11485,2020-12-04,1
11485,2021-01-07,1
11485,2022-01-08,1
11486,2020-04-07,1
11486,2021-08-12,1
11486,2022-04-09,1
11487,2021-02-03,1
11488,2021-10-08,1
11489,2020-02-22,1
11489,2020-07-10,1
11489,2021-10-04,1
11490,2020-01-13,1
11490,2020-03-27,1
11490,2020-07-23,1
11490,2020-09-21,1
11490,2022-02-13,1
11491,2020-05-02,1
11491,2021-08-17,1
11491,2021-10-11,1
11492,2021-09-07,1
11493,2021-06-13,1
11493,2021-12-29,1
11495,2020-01-08,1
11495,2020-10-24,1
11495,2020-12-26,1
11496,2020-03-18,1
11496,2022-02-18,1
11498,2022-01-04,1
11499,2021-07-14,1
11499,2021-10-09,1
11499,2022-04-09,1
11500,2020-01-19,1
11500,2021-01-09,1
11501,2020-04-12,1
11501,2020-06-05,1
11501,2021-03-23,1
11501,2021-09-30,1
11501,2021-12-24,1
11502,2020-06-18,1
11502,2021-04-19,1
11502,2022-01-04,1
11503,2020-01-17,1
11503,2022-02-09,1
11504,2021-07-09,1
11504,2021-07-11,1
11504,2021-12-15,1
11506,2020-02-15,1
11506,2020-06-29,1
11506,2021-09-12,1
11506,2021-10-12,1
11507,2020-12-24,1
11507,2021-06-14,1
11508,2020-11-26,1
11508,2022-04-19,1
11511,2021-08-15,1
11511,2021-11-11,1
11512,2020-08-05,1
11513,2020-03-24,1
11513,2020-11-19,1
11513,2022-03-01,1
11513,2022-03-17,1
11515,2020-04-15,1
11515,2021-05-17,1
11516,2020-05-22,1
11516,2020-06-26,1
11516,2020-07-23,1
11517,2020-01-20,1
11517,2020-06-10,1
11517,2020-08-20,1
11517,2020-08-29,1
11517,2021-10-24,1
11518,2020-09-06,1
11518,2021-04-21,1
11518,2021-09-16,1
11518,2021-11-15,1
11519,2020-01-31,1
11519,2020-05-14,1
11519,2020-05-15,1
11519,2020-11-09,1
11519,2022-01-25,1
11520,2020-01-26,1
11520,2021-01-01,1
11520,2021-07-18,1
11520,2021-10-21,1
11520,2021-12-23,1
11520,2022-01-24,1
11521,2020-03-04,1
11521,2020-10-26,1
11521,2020-11-18,1
11521,2021-07-04,1
11521,2021-10-31,1
11521,2022-03-07,1
11522,2020-08-07,1
11522,2021-02-22,1
11522,2021-06-22,1
11522,2021-06-25,1
11522,2021-12-03,1
11522,2022-01-16,1
11523,2020-01-09,1
11523,2020-08-31,1
11525,2021-08-01,1
11526,2021-09-15,1
11527,2020-06-26,1
11527,2020-11-10,1
11527,2021-08-06,1
11527,2022-03-06,1
11528,2020-01-02,1
11529,2020-04-26,1
11529,2020-07-24,1
11529,2020-08-15,1
11529,2022-03-30,1
11530,2020-06-23,1
11530,2020-12-10,1
11531,2020-09-14,1
11531,2020-09-18,1
11531,2020-10-29,1
11532,2022-02-21,1
11533,2020-10-19,1
11533,2020-12-17,1
11533,2022-02-04,1
11534,2020-12-17,1
11534,2021-01-08,1
11534,2022-01-14,1
11534,2022-02-04,1
11535,2020-07-31,1
11535,2020-12-27,1
11535,2021-10-03,1
11535,2021-11-21,1
11536,2021-02-17,1
11536,2021-08-08,1
11536,2022-02-03,1
11537,2020-02-09,1
11537,2021-04-02,1
11538,2020-10-07,1
11538,2021-01-20,1
11538,2022-04-14,1
11541,2021-12-19,1
11541,2022-02-05,1
11542,2021-07-12,1
11543,2020-09-17,1
11543,2021-10-01,1
11544,2020-06-23,1
11545,2020-10-11,1
11545,2021-10-02,1
11545,2022-02-02,1
11546,2020-06-02,1
11546,2022-02-16,1
11548,2020-02-16,1
11548,2020-02-27,1
11548,2021-03-16,1
11548,2021-09-03,1
11549,2020-06-07,1
11549,2020-12-18,1
11549,2021-01-12,1
11549,2021-03-31,1
11550,2020-09-07,1
11550,2020-11-19,1
11552,2020-01-23,1
11552,2021-05-02,1
11555,2020-11-13,1
11555,2021-06-09,1
11556,2021-08-12,1
11557,2020-05-31,1
11557,2022-04-17,1
11559,2020-03-19,1
11559,2020-05-02,1
11559,2020-10-29,1
11559,2021-04-06,1
11559,2021-08-30,1
11559,2022-02-16,1
11560,2020-03-09,1
11560,2020-11-13,1
11560,2021-02-05,1
11560,2021-04-06,1
11560,2021-11-02,1
11561,2020-08-12,1
11563,2021-02-14,1
11563,2021-12-17,1
11564,2022-03-05,1
11565,2021-08-13,1
11566,2021-06-30,1
11566,2021-10-02,1
11566,2021-11-23,1
11567,2021-06-30,1
11567,2021-07-18,1
11568,2020-01-12,1
11570,2020-08-21,1
11570,2021-11-18,1
11570,2022-03-23,1
11571,2020-06-01,1
11571,2020-09-01,1
11571,2020-10-02,1
11571,2022-03-30,1
11572,2020-02-20,1
11572,2020-10-31,1
11572,2021-05-11,1
11573,2021-03-10,1
11573,2022-03-11,1
11574,2022-04-21,1
11575,2020-06-10,1
11576,2020-08-23,1
11576,2020-10-05,1
11576,2021-03-05,1
11577,2021-12-30,1
11578,2020-04-29,1
11579,2020-01-20,1
11579,2021-06-15,1
11580,2020-08-27,1
11580,2021-03-14,1
11581,2022-02-01,1
11582,2020-11-30,1
11582,2022-03-03,1
11583,2020-04-05,1
11583,2021-07-31,1
11583,2021-11-05,1
11583,2022-01-02,1
11583,2022-04-18,1
11585,2020-06-02,1
11586,2021-05-20,1
11587,2021-02-12,1
11587,2021-05-19,1
11588,2021-12-20,1
11588,2022-02-25,1
11589,2020-07-05,1
11589,2021-02-19,1
11589,2022-02-16,1
11590,2020-07-08,1
11590,2020-08-11,1
11590,2020-09-20,1
11590,2021-02-20,1
11590,2021-03-11,1
11591,2020-09-10,1
11591,2021-01-27,1
11593,2020-08-12,1
11593,2022-02-17,1
11594,2020-04-20,1
11594,2020-06-15,1
11594,2020-06-22,1
11594,2021-02-22,1
11595,2020-05-10,1
11595,2020-07-07,1
11595,2021-11-24,1
11596,2020-07-17,1
11596,2020-09-27,1
11596,2021-09-30,1
11597,2020-03-25,1
11597,2020-09-08,1
11597,2021-08-19,1
11597,2021-09-06,1
11598,2021-01-25,1
11598,2021-08-23,1
11599,2020-02-28,1
11599,2020-08-04,1
11599,2020-12-15,1
11599,2021-07-01,1
11599,2022-04-12,1
11601,2021-04-30,1
11601,2021-10-13,1
11603,2020-04-06,1
11603,2020-04-24,1
11603,2021-04-07,1
11603,2022-04-15,1
11604,2021-01-30,1
11604,2021-10-18,1
11605,2020-01-29,1
11605,2020-04-06,1
11605,2020-08-28,1
11606,2020-02-23,1
11606,2020-03-05,1
11606,2021-09-08,1
11607,2020-12-09,1
11608,2021-02-05,1
11608,2021-04-19,1
11608,2021-06-29,1
11608,2022-01-07,1
11608,2022-01-21,1
11609,2020-04-13,1
11609,2020-05-09,1
11609,2020-09-26,1
11609,2022-01-27,1
11610,2020-01-14,1
11610,2020-09-28,1
11610,2021-01-16,1
11611,2020-08-26,1
11611,2021-01-29,1
11611,2021-03-23,1
11611,2021-05-11,1
11612,2020-07-22,1
11612,2021-02-05,1
11612,2021-10-09,1
11613,2022-01-27,1
11614,2021-01-20,1
11614,2021-07-09,1
11614,2021-12-08,1
11615,2020-04-20,1
11615,2021-05-25,1
11616,2020-11-03,1
11616,2021-08-06,1
11617,2020-06-11,1
11617,2021-05-31,1
11618,2021-02-09,1
11618,2022-01-07,1
11618,2022-04-17,1
11619,2020-08-26,1
11619,2020-09-01,1
11619,2021-02-18,1
11619,2022-04-09,1
11620,2020-02-02,1
11620,2020-05-17,1
11620,2020-06-04,1
11620,2020-09-05,1
11623,2020-08-27,1
11623,2020-09-04,1
11623,2021-11-24,1
11623,2022-04-06,1
11625,2020-10-13,1
11625,2021-01-10,1
11625,2021-03-08,1
11625,2021-06-05,1
11625,2021-06-16,1
11625,2021-08-03,1
11625,2021-08-08,1
11626,2021-02-18,1
11627,2020-05-28,1
11627,2021-11-17,1
11628,2021-05-03,1
11628,2022-04-26,1
11629,2021-06-17,1
11630,2021-02-10,1
11630,2022-01-07,1
11632,2021-09-22,1
11633,2020-12-12,1
11633,2021-12-10,1
11634,2020-02-15,1
11634,2020-05-28,1
11634,2022-02-23,1
11635,2020-06-16,1
11635,2022-03-23,1
11636,2021-10-07,1
11636,2021-12-29,1
11636,2022-01-17,1
11636,2022-04-26,1
11637,2020-06-29,1
11637,2020-08-09,1
11637,2021-05-07,1
11637,2021-06-23,1
11640,2020-04-30,1
11640,2020-09-02,1
11640,2020-12-20,1
11640,2021-10-08,1
11640,2022-03-22,1
11642,2020-09-01,1
11642,2021-06-29,1
11643,2020-05-13,1
11643,2020-09-09,1
11643,2020-11-10,1
11643,2021-03-04,1
11644,2020-01-10,1
11644,2021-06-24,1
11644,2022-04-07,1
11644,2022-04-10,1
11645,2020-12-08,1
11645,2021-02-02,1
11645,2021-05-02,1
11645,2021-07-30,1
11646,2020-08-09,1
11646,2021-07-22,1
11646,2021-08-23,1
11646,2021-12-05,1
11648,2020-04-03,1
11649,2020-12-29,1
11649,2021-03-07,1
11649,2021-08-02,1
11649,2021-08-24,1
11649,2022-04-18,1
11650,2020-02-16,1
11650,2020-04-03,1
11650,2020-09-02,1
11650,2020-10-20,1
11650,2021-08-29,1
11650,2022-02-21,1
11651,2020-08-22,1
11651,2021-01-31,1
11651,2022-02-02,1
11651,2022-03-27,1
11652,2021-04-12,1
11653,2020-11-22,1
11653,2021-09-18,1
11653,2022-01-02,1
11654,2021-12-17,1
11655,2020-06-27,1
11657,2020-03-03,1
11657,2021-04-29,1
11658,2020-02-10,1
11658,2021-12-27,1
11659,2020-06-27,1
11659,2020-07-30,1
11659,2020-09-19,1
11659,2021-03-02,1
11659,2021-05-20,1
11659,2021-12-24,1
11661,2021-11-28,1
11662,2021-01-12,1
11662,2021-12-16,1
11662,2022-01-26,1
11663,2021-03-24,1
11663,2021-10-14,1
11663,2022-04-20,1
11664,2020-02-06,1
11665,2020-01-28,1
11665,2021-03-27,1
11666,2020-07-22,1
11666,2020-08-25,1
11666,2021-12-13,1
11667,2020-01-04,1
11667,2020-12-18,1
11667,2021-07-18,1
11667,2021-11-09,1
11668,2021-01-28,1
11668,2022-01-26,1
11669,2020-01-05,1
11670,2022-04-26,1
11671,2022-01-29,1
11672,2020-03-13,1
11672,2021-08-12,1
11672,2021-10-30,1
11673,2020-07-18,1
11673,2020-11-23,1
11673,2021-01-04,1
11673,2021-12-10,1
11673,2022-01-07,1
11673,2022-03-23,1
11675,2020-03-19,1
11675,2020-08-14,1
11675,2021-04-04,1
11676,2020-06-04,1
11676,2020-10-15,1
11676,2021-06-12,1
11677,2020-09-17,1
11677,2021-08-14,1
11678,2020-06-17,1
11678,2020-10-20,1
11678,2020-12-02,1
11678,2021-02-08,1
11678,2021-06-17,1
11678,2022-02-04,1
11679,2021-08-29,1
11679,2021-11-13,1
11680,2021-04-29,1
11680,2022-01-21,1
11680,2022-02-15,1
11681,2021-08-17,1
11681,2021-09-25,1
11681,2022-01-20,1
11683,2021-03-05,1
11683,2021-04-15,1
11683,2021-12-22,1
11684,2020-01-18,1
11684,2020-10-28,1
11684,2021-02-23,1
11684,2021-10-28,1
11684,2021-11-30,1
11685,2020-09-26,1
11685,2020-12-22,1
11685,2021-04-22,1
11686,2020-02-01,1
11687,2020-08-15,1
11687,2021-11-20,1
11687,2021-12-14,1
11687,2021-12-22,1
11687,2022-04-05,1
11688,2020-02-13,1
11689,2020-02-22,1
11689,2020-03-22,1
11690,2020-02-04,1
11691,2020-12-01,1
11691,2021-10-10,1
11691,2021-11-13,1
11692,2021-03-07,1
11692,2021-05-05,1
11693,2020-03-02,1
11693,2021-01-15,1
11694,2020-12-09,1
11694,2021-06-01,1
11694,2021-09-06,1
11694,2021-10-05,1
11694,2021-11-15,1
11695,2020-06-27,1
11695,2020-07-10,1
11695,2020-12-06,1
11695,2021-01-01,1
11695,2021-09-07,1
11697,2020-04-25,1
11697,2020-11-21,1
11697,2021-03-25,1
11697,2021-12-03,1
11697,2022-04-07,1
11698,2020-06-09,1
11698,2021-06-18,1
11698,2021-06-29,1
11698,2021-09-27,1
11698,2022-02-12,1
11699,2020-09-28,1
11700,2020-02-10,1
11700,2020-05-06,1
11700,2022-04-26,1
11702,2020-03-21,1
11702,2020-09-27,1
11702,2021-07-05,1
11703,2021-08-16,1
11704,2020-08-25,1
11704,2021-08-11,1
11705,2020-10-13,1
11705,2021-12-17,1
11705,2021-12-21,1
11706,2020-02-25,1
11706,2021-10-10,1
11706,2022-01-29,1
11708,2020-11-08,1
11708,2020-11-29,1
11708,2021-02-23,1
11708,2021-05-15,1
11711,2022-02-16,1
11712,2020-05-31,1
11712,2021-02-02,1
11713,2020-03-26,1
11713,2020-09-17,1
11713,2020-09-18,1
11713,2021-03-11,1
11714,2020-03-18,1
11714,2020-05-14,1
11714,2020-07-07,1
11714,2020-09-12,1
11715,2020-03-12,1
11715,2020-08-05,1
11715,2020-09-25,1
11715,2022-02-25,1
11715,2022-04-24,1
11716,2020-01-31,1
11716,2021-12-11,1
11716,2021-12-20,1
11716,2022-01-02,1
11717,2020-04-14,1
11717,2021-03-29,1
11718,2020-01-06,1
11718,2022-04-19,1
11720,2020-01-28,1
11720,2020-07-13,1
11720,2021-09-08,1
11721,2021-03-29,1
11721,2021-05-11,1
11721,2021-08-29,1
11723,2020-08-08,1
11723,2021-08-04,1
11723,2022-03-08,1
11724,2020-07-18,1
11724,2021-12-24,1
11725,2020-02-14,1
11725,2021-06-11,1
11725,2021-06-27,1
11725,2022-01-08,1
11727,2020-09-02,1
11727,2021-03-21,1
11727,2022-04-05,1
11729,2020-09-12,1
11729,2022-02-09,1
11730,2020-01-26,1
11730,2020-10-16,1
11730,2020-12-10,1
11730,2021-05-07,1
11730,2021-07-31,1
11730,2021-12-07,1
11730,2021-12-15,1
11731,2020-06-04,1
11731,2020-12-21,1
11731,2021-06-02,1
11731,2021-12-18,1
11732,2020-01-17,1
11732,2021-07-21,1
11732,2021-08-09,1
11732,2021-08-14,1
11733,2020-03-01,1
11733,2020-11-29,1
11733,2020-12-11,1
11733,2021-01-09,1
11733,2021-01-22,1
11733,2022-02-10,1
11735,2020-01-28,1
11735,2020-10-31,1
11735,2020-12-20,1
11735,2021-01-05,1
11735,2021-08-27,1
11735,2022-03-01,1
11735,2022-03-22,1
11738,2020-01-04,1
11738,2020-05-26,1
11738,2020-10-28,1
11738,2021-09-22,1
11738,2021-11-23,1
11738,2022-02-06,1
11738,2022-02-25,1
11739,2021-05-15,1
11739,2021-06-02,1
11739,2021-08-03,1
11739,2021-10-20,1
11740,2020-11-10,1
11740,2022-01-20,1
11741,2021-02-19,1
11741,2021-12-25,1
11741,2022-01-18,1
11741,2022-02-06,1
11741,2022-03-21,1
11741,2022-03-28,1
11743,2021-09-11,1
11744,2021-04-06,1
11745,2020-05-18,1
11745,2020-11-03,1
11745,2021-03-13,1
11747,2020-02-29,1
11748,2020-01-09,1
11748,2020-03-22,1
11748,2020-11-15,1
11748,2020-11-17,1
11748,2021-12-01,1
11748,2022-03-26,1
11749,2020-01-27,1
11749,2020-04-11,1
11749,2021-08-27,1
11750,2020-11-13,1
11750,2021-03-12,1
11750,2022-03-05,1
11751,2020-06-24,1
11751,2022-03-31,1
11752,2021-05-21,1
11753,2020-04-13,1
11753,2021-03-18,1
11753,2021-06-24,1
11753,2021-09-12,1
11753,2022-01-21,1
11753,2022-04-05,1
11754,2020-08-23,1
11754,2020-11-04,1
11754,2021-03-19,1
11754,2021-06-09,1
11754,2021-06-22,1
11755,2020-05-07,1
11755,2020-07-25,1
11756,2020-02-09,1
11756,2021-09-15,1
11758,2022-03-25,1
11759,2021-04-24,1
11760,2020-04-16,1
11760,2020-07-14,1
11760,2020-12-04,1
11760,2022-04-13,1
11761,2022-01-25,1
11762,2020-07-28,1
11762,2021-09-10,1
11762,2022-04-09,1
11765,2020-08-24,1
11766,2020-05-21,1
11766,2020-08-03,1
11766,2021-01-06,1
11767,2020-01-29,1
11767,2021-06-25,1
11768,2020-01-31,1
11768,2021-09-17,1
11769,2021-07-04,1
11769,2022-02-04,1
11770,2021-01-17,1
11772,2021-12-31,1
11773,2020-05-06,1
11773,2020-05-13,1
11773,2022-03-18,1
11774,2021-12-25,1
11775,2021-03-02,1
11777,2020-08-01,1
11777,2020-11-20,1
11778,2020-07-17,1
11778,2021-03-10,1
11778,2021-12-05,1
11778,2022-01-19,1
11779,2020-03-12,1
11779,2021-06-19,1
11780,2020-06-20,1
11780,2022-04-20,1
11780,2022-04-25,1
11782,2020-05-12,1
11782,2021-06-02,1
11784,2020-03-01,1
11784,2020-07-22,1
11784,2020-12-02,1
11784,2022-02-06,1
11784,2022-03-15,1
11785,2020-02-05,1
11785,2020-09-26,1
11786,2021-07-01,1
11787,2020-08-28,1
11787,2020-10-22,1
11787,2022-04-29,1
11788,2020-04-21,1
11788,2020-07-14,1
11788,2020-10-16,1
11788,2020-12-08,1
11788,2021-06-14,1
11789,2020-06-24,1
11789,2021-06-14,1
11789,2021-12-09,1
11792,2021-05-17,1
11793,2020-03-29,1
11793,2021-06-15,1
11794,2021-09-29,1
11794,2021-12-19,1
11795,2020-04-30,1
11795,2021-04-13,1
11795,2021-08-20,1
11796,2020-04-27,1
11796,2020-05-20,1
11796,2021-03-05,1
11798,2020-02-13,1
11798,2020-11-18,1
11798,2021-08-28,1
11798,2021-12-14,1
11798,2021-12-25,1
11799,2020-01-23,1
11799,2020-04-02,1
11799,2021-03-13,1
11799,2021-06-13,1
11799,2021-07-23,1
11800,2020-01-21,1
11800,2020-04-21,1
11800,2021-04-01,1
11800,2021-09-15,1
11801,2020-06-21,1
11801,2020-12-20,1
11801,2021-12-05,1
11802,2020-05-06,1
11802,2022-02-10,1
11804,2021-03-23,1
11804,2021-10-30,1
11804,2021-11-11,1
11804,2022-02-15,1
11804,2022-03-11,1
11805,2020-03-19,1
11805,2021-02-28,1
11805,2021-04-18,1
11805,2022-01-01,1
11805,2022-01-25,1
11807,2020-01-27,1
11807,2020-03-04,1
11808,2020-02-11,1
11808,2020-03-20,1
11808,2020-04-08,1
11808,2020-10-14,1
11808,2021-07-28,1
11808,2022-03-03,1
11809,2020-02-21,1
11809,2021-12-07,1
11809,2022-03-14,1
11809,2022-03-24,1
11809,2022-04-23,1
11810,2021-03-12,1
11810,2021-07-15,1
11810,2022-03-22,1
11811,2020-03-30,1
11811,2021-04-21,1
11811,2021-07-08,1
11811,2021-08-09,1
11812,2020-03-29,1
11812,2021-06-16,1
11812,2021-07-18,1
11812,2021-11-02,1
11813,2020-11-09,1
11814,2020-02-10,1
11814,2020-11-20,1
11814,2021-10-16,1
11814,2021-11-30,1
11815,2020-01-30,1
